"","Player","Position","GP","TOI","CF","CA","CF%","FF","FA","FF%","SF","SA","SF%","GF","GA","GF%","SCF","SCA","SCF%","HDCF","HDCA","HDCF%","HDGF","HDGA","HDGF%","On-Ice SH%","On-Ice SV%","PDO","Off. Zone Faceoffs","Neu. Zone Faceoffs","Def. Zone Faceoffs","Off. Zone Faceoff %"
"","Jake Gardiner","D","1","22.066666666667","17","21","44.74","15","7","68.18","12","2","85.71","2","1","66.67","11","9","55.00","7","1","87.50","2","0","100.00","16.67","50.00","0.667","8","11","10","44.44"
"","Ron Hainsey","D","1","21.016666666667","14","18","43.75","12","7","63.16","9","2","81.82","1","1","50.00","8","9","47.06","4","1","80.00","1","0","100.00","11.11","50.00","0.611","8","11","12","40.00"
"","Patrick Marleau","C","1","15.933333333333","16","17","48.48","11","10","52.38","9","5","64.29","1","0","100.00","6","8","42.86","1","4","20.00","0","0","0.00","11.11","100.00","1.111","3","8","10","23.08"
"","Andreas Borgman","D","1","13.716666666667","16","17","48.48","7","8","46.67","4","6","40.00","1","0","100.00","7","7","50.00","2","3","40.00","1","0","100.00","25.00","100.00","1.250","3","2","4","42.86"
"","Leo Komarov","C","1","15.183333333333","15","16","48.39","10","8","55.56","8","3","72.73","1","0","100.00","6","8","42.86","1","4","20.00","0","0","0.00","12.50","100.00","1.125","3","8","9","25.00"
"","Roman Polak","D","1","14.333333333333","18","16","52.94","8","8","50.00","5","6","45.45","0","0","0.00","8","7","53.33","3","3","50.00","0","0","0.00","0.00","100.00","1.000","3","2","5","37.50"
"","Nazem Kadri","C","1","15.65","16","15","51.61","11","8","57.89","9","3","75.00","1","0","100.00","6","8","42.86","1","4","20.00","0","0","0.00","11.11","100.00","1.111","3","8","9","25.00"
"","Auston Matthews","C","1","14.616666666667","19","14","57.58","14","7","66.67","11","3","78.57","2","1","66.67","11","9","55.00","5","1","83.33","2","0","100.00","18.18","66.67","0.848","4","5","2","66.67"
"","Zach Hyman","C","1","14.466666666667","20","12","62.50","15","7","68.18","11","3","78.57","2","1","66.67","11","8","57.89","5","1","83.33","2","0","100.00","18.18","66.67","0.848","4","5","3","57.14"
"","Connor Brown","R","1","13.65","7","12","36.84","5","5","50.00","4","4","50.00","0","0","0.00","6","3","66.67","4","0","100.00","0","0","0.00","0.00","100.00","1.000","7","6","5","58.33"
"","William Nylander","C","1","14.366666666667","20","11","64.52","15","6","71.43","12","2","85.71","2","1","66.67","11","8","57.89","5","1","83.33","2","0","100.00","16.67","50.00","0.667","4","5","1","80.00"
"","Tyler Bozak","C","1","15.2","8","11","42.11","6","5","54.55","4","4","50.00","0","0","0.00","6","2","75.00","4","0","100.00","0","0","0.00","0.00","100.00","1.000","8","8","4","66.67"
"","Connor Carrick","D","1","15.75","18","9","66.67","14","8","63.64","12","5","70.59","1","0","100.00","9","5","64.29","3","2","60.00","0","0","0.00","8.33","100.00","1.083","6","11","4","60.00"
"","Travis Dermott","D","1","16.116666666667","17","9","65.38","14","8","63.64","12","5","70.59","1","0","100.00","9","5","64.29","3","2","60.00","0","0","0.00","8.33","100.00","1.083","6","11","5","54.55"
"","James van Riemsdyk","L","1","12.616666666667","6","9","40.00","5","3","62.50","4","2","66.67","0","0","0.00","5","2","71.43","4","0","100.00","0","0","0.00","0.00","100.00","1.000","6","8","2","75.00"
"","Mitchell Marner","C","1","10.35","9","9","50.00","5","5","50.00","3","5","37.50","0","0","0.00","4","3","57.14","1","1","50.00","0","0","0.00","0.00","100.00","1.000","4","5","6","40.00"
"","Frederik Gauthier","C","1","6.4333333333333","7","5","58.33","4","3","57.14","3","3","50.00","0","0","0.00","3","2","60.00","1","1","50.00","0","0","0.00","0.00","100.00","1.000","2","3","4","33.33"
"","Matt Martin","L","1","5.9666666666667","7","4","63.64","4","2","66.67","3","2","60.00","0","0","0.00","3","2","60.00","1","1","50.00","0","0","0.00","0.00","100.00","1.000","3","3","4","42.86"
